origin_loc_id,origin_borough,origin_zone_name,dest_loc_id,destination_borough,destination_zone_name,trip_count,percentage_of_origin_trips,average_distance_miles,average_duration_minutes,average_total_charge,origin_flow_rank,overall_flow_rank
257,Brooklyn,Windsor Terrace,89,Brooklyn,Flatbush/Ditmas Park,24,4.05,1.835,12.883,14.63,2,7989
26,Brooklyn,Borough Park,91,Brooklyn,Flatlands,23,2.34,3.598,27.399,22.37,10,8185
28,Queens,Briarwood/Jamaica Hills,7,Queens,Astoria,23,1.93,8.977,24.713,33.01,9,8185
28,Queens,Briarwood/Jamaica Hills,92,Queens,Flushing,23,1.93,5.25,17.484,21.81,10,8185
29,Brooklyn,Brighton Beach,108,Brooklyn,Gravesend,23,4.29,1.699,12.736,12.5,5,8185
67,Brooklyn,Dyker Heights,227,Brooklyn,Sunset Park East,23,5.56,1.664,10.709,11.55,5,8185
83,Queens,Elmhurst/Maspeth,145,Queens,Long Island City/Hunters Point,23,1.98,3.397,16.036,22.66,8,8185
86,Queens,Far Rockaway,201,Queens,Rockaway Park,23,3.72,4.495,21.4,22.66,4,8185
119,Bronx,Highbridge,247,Bronx,West Concourse,23,2.85,1.42,10.137,12.32,4,8185
124,Queens,Howard Beach,180,Queens,Ozone Park,23,4.15,1.548,7.912,11.45,3,8185
133,Brooklyn,Kensington,228,Brooklyn,Sunset Park West,23,2.37,2.567,13.424,15.5,6,8185
147,Bronx,Longwood,42,Manhattan,Central Harlem North,23,3.48,2.852,22.717,23.07,3,8185
147,Bronx,Longwood,74,Manhattan,East Harlem North,23,3.48,3.312,21.643,21.07,4,8185
167,Bronx,Morrisania/Melrose,69,Bronx,East Concourse/Concourse Village,23,2.21,1.231,10.774,11.11,8,8185
167,Bronx,Morrisania/Melrose,254,Bronx,Williamsbridge/Olinville,23,2.21,6.241,25.804,31.03,9,8185
174,Bronx,Norwood,213,Bronx,Soundview/Castle Hill,23,3.07,5.243,18.02,22.29,4,8185
182,Bronx,Parkchester,244,Manhattan,Washington Heights South,23,2.32,5.927,36.339,35.01,8,8185
191,Queens,Queens Village,122,Queens,Hollis,23,2.63,1.48,7.467,9.3,5,8185
205,Queens,Saint Albans,39,Brooklyn,Canarsie,23,2.06,9.966,38.515,42.04,7,8185
205,Queens,Saint Albans,139,Queens,Laurelton,23,2.06,1.971,9.636,11.43,8,8185
208,Bronx,Schuylerville/Edgewater Park,242,Bronx,Van Nest/Morris Park,23,3.67,2.417,11.704,14.47,1,8185
212,Bronx,Soundview/Bruckner,213,Bronx,Soundview/Castle Hill,23,2.56,1.604,8.193,10.09,4,8185
212,Bronx,Soundview/Bruckner,242,Bronx,Van Nest/Morris Park,23,2.56,2.899,16.67,17.08,5,8185
220,Bronx,Spuyten Duyvil/Kingsbridge,127,Manhattan,Inwood,23,3.44,1.569,10.648,14.71,2,8185
227,Brooklyn,Sunset Park East,22,Brooklyn,Bensonhurst West,23,3.52,2.738,15.881,17.44,6,8185
235,Bronx,University Heights/Morris Heights,42,Manhattan,Central Harlem North,23,2.34,3.652,17.117,21.24,5,8185
235,Bronx,University Heights/Morris Heights,69,Bronx,East Concourse/Concourse Village,23,2.34,2.333,15.454,17.19,6,8185
248,Bronx,West Farms/Bronx River,168,Bronx,Mott Haven/Port Morris,23,2.81,4.07,15.155,19.38,2,8185
248,Bronx,West Farms/Bronx River,244,Manhattan,Washington Heights South,23,2.81,5.953,24.495,26.07,3,8185
254,Bronx,Williamsbridge/Olinville,69,Bronx,East Concourse/Concourse Village,23,2.2,7.318,34.175,31.26,10,8185
16,Queens,Bayside,92,Queens,Flushing,22,7.64,3.461,16.645,18.88,1,8387
18,Bronx,Bedford Park,47,Bronx,Claremont/Bathgate,22,2.45,2.123,12.871,14.91,6,8387
47,Bronx,Claremont/Bathgate,41,Manhattan,Central Harlem,22,2.89,4.237,31.154,28.33,5,8387
51,Bronx,Co-Op City,259,Bronx,Woodlawn/Wakefield,22,2.02,3.182,16.601,19.22,10,8387
56,Queens,Corona,145,Queens,Long Island City/Hunters Point,22,1.91,6.011,21.143,28.26,8,8387
73,Queens,East Flushing,92,Queens,Flushing,22,14.38,1.609,10.682,11.76,1,8387
78,Bronx,East Tremont,42,Manhattan,Central Harlem North,22,2.27,5.11,26.498,25.16,7,8387
78,Bronx,East Tremont,74,Manhattan,East Harlem North,22,2.27,6.206,24.267,29.85,8,8387
83,Queens,Elmhurst/Maspeth,95,Queens,Forest Hills,22,1.89,2.994,18.24,19.41,9,8387
83,Queens,Elmhurst/Maspeth,130,Queens,Jamaica,22,1.89,7.942,24.998,30.69,10,8387
93,Queens,Flushing Meadows-Corona Park,95,Queens,Forest Hills,22,2.05,2.989,13.315,18.17,3,8387
102,Queens,Glendale,95,Queens,Forest Hills,22,3.09,2.059,12.575,15.57,5,8387
108,Brooklyn,Gravesend,22,Brooklyn,Bensonhurst West,22,4.65,2.031,13.44,15.18,3,8387
117,Queens,Hammels/Arverne,201,Queens,Rockaway Park,22,3.66,2.679,12.307,16.4,3,8387
133,Brooklyn,Kensington,22,Brooklyn,Bensonhurst West,22,2.27,2.214,14.48,17.13,7,8387
134,Queens,Kew Gardens,82,Queens,Elmhurst,22,2.07,4.667,19.539,22.42,7,8387
160,Queens,Middle Village,258,Queens,Woodhaven,22,2.75,2.845,14.873,17.52,7,8387
167,Bronx,Morrisania/Melrose,42,Manhattan,Central Harlem North,22,2.11,2.868,20.53,19.35,10,8387
185,Bronx,Pelham Parkway,168,Bronx,Mott Haven/Port Morris,22,4.47,6.646,31.817,31.57,1,8387
196,Queens,Rego Park,140,Manhattan,Lenox Hill East,22,1.79,7.37,31.807,38.85,10,8387
200,Bronx,Riverdale/North Riverdale/Fieldston,244,Manhattan,Washington Heights South,22,5.49,5.004,18.828,26.01,1,8387
212,Bronx,Soundview/Bruckner,42,Manhattan,Central Harlem North,22,2.45,5.487,22.477,26.61,6,8387
235,Bronx,University Heights/Morris Heights,75,Manhattan,East Harlem South,22,2.24,5.508,31.434,26.9,7,8387
235,Bronx,University Heights/Morris Heights,78,Bronx,East Tremont,22,2.24,1.99,14.04,15.55,8,8387
235,Bronx,University Heights/Morris Heights,174,Bronx,Norwood,22,2.24,4.01,20.998,22.45,9,8387
241,Bronx,Van Cortlandt Village,69,Bronx,East Concourse/Concourse Village,22,2.64,4.35,20.342,25.29,3,8387
241,Bronx,Van Cortlandt Village,74,Manhattan,East Harlem North,22,2.64,7.047,27.918,31.29,4,8387
250,Bronx,Westchester Village/Unionport,242,Bronx,Van Nest/Morris Park,22,2.78,1.613,9.9,12.74,4,8387
3,Bronx,Allerton/Pelham Gardens,242,Bronx,Van Nest/Morris Park,21,4.81,2.311,11.371,13.11,1,8577
18,Bronx,Bedford Park,42,Manhattan,Central Harlem North,21,2.34,5.938,29.593,28.34,7,8577
18,Bronx,Bedford Park,254,Bronx,Williamsbridge/Olinville,21,2.34,3.106,16.27,19.41,8,8577
21,Brooklyn,Bensonhurst East,89,Brooklyn,Flatbush/Ditmas Park,21,3.62,3.013,20.855,18.24,8,8577
21,Brooklyn,Bensonhurst East,165,Brooklyn,Midwood,21,3.62,2.254,14.519,13.87,9,8577
29,Brooklyn,Brighton Beach,14,Brooklyn,Bay Ridge,21,3.92,5.741,19.901,30.08,6,8577
29,Brooklyn,Brighton Beach,21,Brooklyn,Bensonhurst East,21,3.92,2.661,14.739,16.24,7,8577
32,Bronx,Bronxdale,42,Manhattan,Central Harlem North,21,4.23,8.327,35.785,37.84,1,8577
38,Queens,Cambria Heights,205,Queens,Saint Albans,21,6.27,1.859,11.89,12.66,2,8577
47,Bronx,Claremont/Bathgate,42,Manhattan,Central Harlem North,21,2.76,3.841,24.46,23.03,6,8577
47,Bronx,Claremont/Bathgate,231,Manhattan,TriBeCa/Civic Center,21,2.76,11.844,54.305,44.48,7,8577
56,Queens,Corona,92,Queens,Flushing,21,1.82,3.006,15.697,18.47,9,8577
56,Queens,Corona,197,Queens,Richmond Hill,21,1.82,5.182,29.383,27.93,10,8577
60,Bronx,Crotona Park East,74,Manhattan,East Harlem North,21,3.49,4.868,18.156,25.15,3,8577
78,Bronx,East Tremont,213,Bronx,Soundview/Castle Hill,21,2.17,2.479,12.621,15.62,9,8577
92,Queens,Flushing,73,Queens,East Flushing,21,1.76,1.295,9.671,10.85,10,8577
108,Brooklyn,Gravesend,123,Brooklyn,Homecrest,21,4.44,1.645,13.598,14.15,4,8577
119,Bronx,Highbridge,75,Manhattan,East Harlem South,21,2.61,4.958,24.049,25.83,5,8577
126,Bronx,Hunts Point,244,Manhattan,Washington Heights South,21,3.15,5.149,31.9,30.05,1,8577
139,Queens,Laurelton,205,Queens,Saint Albans,21,5.1,2.536,9.271,13.05,2,8577
160,Queens,Middle Village,102,Queens,Glendale,21,2.63,1.381,8.924,13.8,8,8577
173,Queens,North Corona,70,Queens,East Elmhurst,21,2.87,1.089,8.196,9.61,5,8577
191,Queens,Queens Village,197,Queens,Richmond Hill,21,2.4,6.64,23.51,26.41,6,8577
202,Manhattan,Roosevelt Island,7,Queens,Astoria,21,5.59,2.266,16.576,20.92,1,8577
205,Queens,Saint Albans,38,Queens,Cambria Heights,21,1.89,1.639,9.172,10.25,9,8577
205,Queens,Saint Albans,76,Brooklyn,East New York,21,1.89,7.324,27.458,33.39,10,8577
208,Bronx,Schuylerville/Edgewater Park,168,Bronx,Mott Haven/Port Morris,21,3.35,6.413,19.896,24.05,2,8577
208,Bronx,Schuylerville/Edgewater Park,185,Bronx,Pelham Parkway,21,3.35,3.806,13.186,15.14,3,8577
212,Bronx,Soundview/Bruckner,51,Bronx,Co-Op City,21,2.34,5.76,14.486,21.25,7,8577
212,Bronx,Soundview/Bruckner,69,Bronx,East Concourse/Concourse Village,21,2.34,3.86,18.081,20.42,8,8577
219,Queens,Springfield Gardens South,230,Manhattan,Times Sq/Theatre District,21,2.32,15.924,56.826,102.12,6,8577
220,Bronx,Spuyten Duyvil/Kingsbridge,200,Bronx,Riverdale/North Riverdale/Fieldston,21,3.14,1.696,10.123,14.36,3,8577
220,Bronx,Spuyten Duyvil/Kingsbridge,243,Manhattan,Washington Heights North,21,3.14,3.329,15.336,18.98,4,8577
227,Brooklyn,Sunset Park East,55,Brooklyn,Coney Island,21,3.21,7.506,38.573,33.53,7,8577
241,Bronx,Van Cortlandt Village,18,Bronx,Bedford Park,21,2.52,1.137,8.353,9.99,5,8577
241,Bronx,Van Cortlandt Village,41,Manhattan,Central Harlem,21,2.52,6.821,30.098,31.23,6,8577
241,Bronx,Van Cortlandt Village,42,Manhattan,Central Harlem North,21,2.52,5.385,25.878,25.45,7,8577
241,Bronx,Van Cortlandt Village,127,Manhattan,Inwood,21,2.52,1.797,13.711,13.84,8,8577
242,Bronx,Van Nest/Morris Park,51,Bronx,Co-Op City,21,3.07,3.416,14.819,19.7,3,8577
242,Bronx,Van Nest/Morris Park,244,Manhattan,Washington Heights South,21,3.07,5.483,30.897,30.27,4,8577
248,Bronx,West Farms/Bronx River,41,Manhattan,Central Harlem,21,2.56,6.064,29.19,29.44,4,8577
248,Bronx,West Farms/Bronx River,75,Manhattan,East Harlem South,21,2.56,6.288,29.361,30.89,5,8577
259,Bronx,Woodlawn/Wakefield,174,Bronx,Norwood,21,3.57,2.79,16.211,15.42,3,8577
18,Bronx,Bedford Park,127,Manhattan,Inwood,20,2.22,2.196,13.733,15.3,9,8836
18,Bronx,Bedford Park,220,Bronx,Spuyten Duyvil/Kingsbridge,20,2.22,2.775,14.031,16.58,10,8836
20,Bronx,Belmont,140,Manhattan,Lenox Hill East,20,4.14,8.96,33.845,38.03,1,8836
78,Bronx,East Tremont,51,Bronx,Co-Op City,20,2.07,6.594,18.372,26.58,10,8836
81,Bronx,Eastchester,259,Bronx,Woodlawn/Wakefield,20,3.28,2.377,11.026,13.45,4,8836
102,Queens,Glendale,63,Brooklyn,Cypress Hills,20,2.81,2.969,13.429,13.84,6,8836
102,Queens,Glendale,76,Brooklyn,East New York,20,2.81,3.93,18.237,19.59,7,8836
102,Queens,Glendale,130,Queens,Jamaica,20,2.81,4.577,20.367,19.88,8,8836
119,Bronx,Highbridge,74,Manhattan,East Harlem North,20,2.48,3.419,24.39,22.33,6,8836
121,Queens,Hillcrest/Pomonok,7,Queens,Astoria,20,3.1,8.481,25.096,32.44,4,8836
126,Bronx,Hunts Point,247,Bronx,West Concourse,20,3.0,3.312,18.849,21.36,2,8836
136,Bronx,Kingsbridge Heights,42,Manhattan,Central Harlem North,20,3.57,4.906,25.901,21.84,2,8836
149,Brooklyn,Madison,89,Brooklyn,Flatbush/Ditmas Park,20,3.61,2.701,15.671,18.69,7,8836
153,Manhattan,Marble Hill,244,Manhattan,Washington Heights South,20,10.1,3.493,18.962,20.31,1,8836
173,Queens,North Corona,223,Queens,Steinway,20,2.74,3.508,19.691,22.61,6,8836
178,Brooklyn,Ocean Parkway South,123,Brooklyn,Homecrest,20,7.38,1.567,10.288,11.64,1,8836
191,Queens,Queens Village,219,Queens,Springfield Gardens South,20,2.29,5.145,14.701,17.17,7,8836
200,Bronx,Riverdale/North Riverdale/Fieldston,220,Bronx,Spuyten Duyvil/Kingsbridge,20,4.99,1.554,7.955,12.71,2,8836
208,Bronx,Schuylerville/Edgewater Park,69,Bronx,East Concourse/Concourse Village,20,3.19,6.497,27.21,27.18,4,8836
219,Queens,Springfield Gardens South,39,Brooklyn,Canarsie,20,2.21,8.728,26.883,34.67,7,8836
219,Queens,Springfield Gardens South,76,Brooklyn,East New York,20,2.21,5.889,22.345,25.56,8,8836
220,Bronx,Spuyten Duyvil/Kingsbridge,74,Manhattan,East Harlem North,20,2.99,7.137,28.823,29.62,5,8836
222,Brooklyn,Starrett City,35,Brooklyn,Brownsville,20,2.81,3.012,19.172,17.46,3,8836
241,Bronx,Van Cortlandt Village,220,Bronx,Spuyten Duyvil/Kingsbridge,20,2.4,1.399,8.738,10.78,9,8836
248,Bronx,West Farms/Bronx River,74,Manhattan,East Harlem North,20,2.44,5.688,20.1,24.91,6,8836
257,Brooklyn,Windsor Terrace,231,Manhattan,TriBeCa/Civic Center,20,3.37,5.71,22.198,35.32,3,8836
3,Bronx,Allerton/Pelham Gardens,81,Bronx,Eastchester,19,4.35,1.152,6.418,10.94,2,9099
47,Bronx,Claremont/Bathgate,119,Bronx,Highbridge,19,2.49,2.281,15.138,15.67,8,9099
81,Bronx,Eastchester,242,Bronx,Van Nest/Morris Park,19,3.12,3.526,16.461,17.94,5,9099
93,Queens,Flushing Meadows-Corona Park,79,Manhattan,East Village,19,1.77,11.056,28.728,65.59,4,9099
117,Queens,Hammels/Arverne,130,Queens,Jamaica,19,3.16,11.077,42.855,50.01,4,9099
121,Queens,Hillcrest/Pomonok,135,Queens,Kew Gardens Hills,19,2.95,1.61,8.635,18.55,5,9099
124,Queens,Howard Beach,132,Queens,JFK Airport,19,3.43,3.673,12.418,54.46,4,9099
131,Queens,Jamaica Estates,95,Queens,Forest Hills,19,2.95,4.206,13.718,16.69,2,9099
135,Queens,Kew Gardens Hills,121,Queens,Hillcrest/Pomonok,19,3.44,1.561,8.656,13.78,2,9099
135,Queens,Kew Gardens Hills,130,Queens,Jamaica,19,3.44,2.376,13.518,15.81,3,9099
147,Bronx,Longwood,78,Bronx,East Tremont,19,2.88,2.406,16.063,15.99,5,9099
147,Bronx,Longwood,159,Bronx,Melrose South,19,2.88,1.15,9.853,10.58,6,9099
150,Brooklyn,Manhattan Beach,210,Brooklyn,Sheepshead Bay,19,6.44,1.395,7.903,7.82,1,9099
173,Queens,North Corona,92,Queens,Flushing,19,2.6,2.48,18.069,16.45,7,9099
173,Queens,North Corona,197,Queens,Richmond Hill,19,2.6,6.2,24.35,23.56,8,9099
173,Queens,North Corona,226,Queens,Sunnyside,19,2.6,4.988,19.962,23.28,9,9099
180,Queens,Ozone Park,10,Queens,Baisley Park,19,3.02,3.641,14.835,19.63,6,9099
180,Queens,Ozone Park,130,Queens,Jamaica,19,3.02,3.544,20.541,16.39,7,9099
182,Bronx,Parkchester,51,Bronx,Co-Op City,19,1.92,4.526,16.433,20.89,9,9099
203,Queens,Rosedale,130,Queens,Jamaica,19,5.04,6.094,24.617,26.6,1,9099
212,Bronx,Soundview/Bruckner,75,Manhattan,East Harlem South,19,2.12,6.248,26.564,31.89,9,9099
220,Bronx,Spuyten Duyvil/Kingsbridge,116,Manhattan,Hamilton Heights,19,2.84,5.358,23.957,26.04,6,9099
235,Bronx,University Heights/Morris Heights,41,Manhattan,Central Harlem,19,1.93,4.416,25.704,25.3,10,9099
248,Bronx,West Farms/Bronx River,247,Bronx,West Concourse,19,2.32,3.799,18.721,21.55,7,9099
20,Bronx,Belmont,18,Bronx,Bedford Park,18,3.73,1.23,8.836,10.15,2,9388
29,Brooklyn,Brighton Beach,91,Brooklyn,Flatlands,18,3.36,4.619,24.372,24.33,8,9388
32,Bronx,Bronxdale,51,Bronx,Co-Op City,18,3.63,2.821,14.648,17.43,2,9388
47,Bronx,Claremont/Bathgate,69,Bronx,East Concourse/Concourse Village,18,2.36,1.402,10.106,11.81,9,9388
53,Queens,College Point,129,Queens,Jackson Heights,18,5.01,5.368,18.897,22.79,2,9388
60,Bronx,Crotona Park East,78,Bronx,East Tremont,18,3.0,0.982,9.114,8.68,4,9388
60,Bronx,Crotona Park East,244,Manhattan,Washington Heights South,18,3.0,4.633,23.552,24.2,5,9388
86,Queens,Far Rockaway,10,Queens,Baisley Park,18,2.91,6.787,25.864,28.79,5,9388
93,Queens,Flushing Meadows-Corona Park,7,Queens,Astoria,18,1.68,5.877,20.007,32.79,5,9388
93,Queens,Flushing Meadows-Corona Park,92,Queens,Flushing,18,1.68,2.617,10.533,17.87,6,9388
102,Queens,Glendale,129,Queens,Jackson Heights,18,2.53,6.759,24.071,27.26,9,9388
108,Brooklyn,Gravesend,210,Brooklyn,Sheepshead Bay,18,3.81,2.257,12.224,12.45,5,9388
119,Bronx,Highbridge,168,Bronx,Mott Haven/Port Morris,18,2.23,3.423,14.952,18.08,7,9388
131,Queens,Jamaica Estates,191,Queens,Queens Village,18,2.8,1.883,10.067,13.03,3,9388
133,Brooklyn,Kensington,55,Brooklyn,Coney Island,18,1.86,5.413,26.911,29.38,8,9388
133,Brooklyn,Kensington,165,Brooklyn,Midwood,18,1.86,2.152,14.964,16.66,9,9388
136,Bronx,Kingsbridge Heights,241,Bronx,Van Cortlandt Village,18,3.21,1.09,7.026,9.25,3,9388
136,Bronx,Kingsbridge Heights,243,Manhattan,Washington Heights North,18,3.21,2.063,14.699,16.3,4,9388
160,Queens,Middle Village,92,Queens,Flushing,18,2.25,4.818,19.899,20.07,9,9388
174,Bronx,Norwood,42,Manhattan,Central Harlem North,18,2.4,7.934,32.107,31.77,5,9388
174,Bronx,Norwood,51,Bronx,Co-Op City,18,2.4,4.021,23.088,23.3,6,9388
178,Brooklyn,Ocean Parkway South,26,Brooklyn,Borough Park,18,6.64,2.293,20.468,17.5,2,9388
180,Queens,Ozone Park,117,Queens,Hammels/Arverne,18,2.86,8.513,26.206,37.92,8,9388
180,Queens,Ozone Park,258,Queens,Woodhaven,18,2.86,1.104,6.838,10.54,9,9388
182,Bronx,Parkchester,69,Bronx,East Concourse/Concourse Village,18,1.82,4.61,26.11,27.32,10,9388
191,Queens,Queens Village,19,Queens,Bellerose,18,2.06,1.562,7.694,11.21,8,9388
191,Queens,Queens Village,95,Queens,Forest Hills,18,2.06,6.914,23.276,28.29,9,9388
191,Queens,Queens Village,215,Queens,South Jamaica,18,2.06,3.199,15.997,19.65,10,9388
202,Manhattan,Roosevelt Island,231,Manhattan,TriBeCa/Civic Center,18,4.79,10.083,28.759,40.83,2,9388
203,Queens,Rosedale,137,Manhattan,Kips Bay,18,4.77,15.929,58.741,59.46,2,9388
203,Queens,Rosedale,139,Queens,Laurelton,18,4.77,1.278,6.03,10.1,3,9388
203,Queens,Rosedale,197,Queens,Richmond Hill,18,4.77,7.039,27.779,30.99,4,9388
217,Brooklyn,South Williamsburg,37,Brooklyn,Bushwick South,18,2.68,1.801,13.839,18.58,3,9388
220,Bronx,Spuyten Duyvil/Kingsbridge,174,Bronx,Norwood,18,2.69,2.932,12.14,18.47,7,9388
222,Brooklyn,Starrett City,87,Manhattan,Financial District North,18,2.53,10.261,74.477,63.74,4,9388
241,Bronx,Van Cortlandt Village,247,Bronx,West Concourse,18,2.16,4.564,18.231,22.4,10,9388
248,Bronx,West Farms/Bronx River,42,Manhattan,Central Harlem North,18,2.2,5.891,27.701,27.8,8,9388
250,Bronx,Westchester Village/Unionport,51,Bronx,Co-Op City,18,2.28,5.033,16.272,18.26,5,9388
250,Bronx,Westchester Village/Unionport,69,Bronx,East Concourse/Concourse Village,18,2.28,5.432,25.548,28.4,6,9388
250,Bronx,Westchester Village/Unionport,244,Manhattan,Washington Heights South,18,2.28,6.142,24.365,27.39,7,9388
252,Queens,Whitestone,92,Queens,Flushing,18,6.36,2.623,12.238,15.32,1,9388
3,Bronx,Allerton/Pelham Gardens,254,Bronx,Williamsbridge/Olinville,17,3.89,2.155,10.842,13.68,3,9678
6,Staten Island,Arrochar/Fort Wadsworth,14,Brooklyn,Bay Ridge,17,21.52,3.139,9.977,21.41,2,9678
19,Queens,Bellerose,130,Queens,Jamaica,17,4.29,5.306,18.34,23.02,1,9678
21,Brooklyn,Bensonhurst East,11,Brooklyn,Bath Beach,17,2.93,1.495,9.108,10.07,10,9678
34,Brooklyn,Brooklyn Navy Yard,170,Manhattan,Murray Hill,17,2.76,6.572,19.356,42.75,1,9678
47,Bronx,Claremont/Bathgate,78,Bronx,East Tremont,17,2.23,1.716,12.313,11.16,10,9678
54,Brooklyn,Columbia Street,33,Brooklyn,Brooklyn Heights,17,4.2,0.838,9.281,19.6,1,9678
81,Bronx,Eastchester,78,Bronx,East Tremont,17,2.79,4.884,23.448,24.68,6,9678
93,Queens,Flushing Meadows-Corona Park,141,Manhattan,Lenox Hill West,17,1.59,9.729,24.025,77.68,7,9678
94,Bronx,Fordham South,69,Bronx,East Concourse/Concourse Village,17,3.41,3.333,17.021,17.4,2,9678
101,Queens,Glen Oaks,95,Queens,Forest Hills,17,8.21,8.331,23.172,31.05,1,9678
108,Brooklyn,Gravesend,14,Brooklyn,Bay Ridge,17,3.59,5.054,18.548,20.05,6,9678
126,Bronx,Hunts Point,41,Manhattan,Central Harlem,17,2.55,4.129,25.933,24.22,3,9678
126,Bronx,Hunts Point,42,Manhattan,Central Harlem North,17,2.55,3.839,20.115,21.51,4,9678
131,Queens,Jamaica Estates,82,Queens,Elmhurst,17,2.64,7.456,23.0,29.55,4,9678
131,Queens,Jamaica Estates,121,Queens,Hillcrest/Pomonok,17,2.64,2.022,10.196,13.42,5,9678
133,Brooklyn,Kensington,21,Brooklyn,Bensonhurst East,17,1.75,2.729,15.425,17.8,10,9678
134,Queens,Kew Gardens,28,Queens,Briarwood/Jamaica Hills,17,1.6,1.015,5.478,19.2,8,9678
134,Queens,Kew Gardens,129,Queens,Jackson Heights,17,1.6,7.206,21.496,24.95,9,9678
135,Queens,Kew Gardens Hills,82,Queens,Elmhurst,17,3.07,4.561,18.425,22.31,4,9678
139,Queens,Laurelton,216,Queens,South Ozone Park,17,4.13,4.948,15.275,19.95,3,9678
147,Bronx,Longwood,168,Bronx,Mott Haven/Port Morris,17,2.58,1.502,11.133,14.83,7,9678
147,Bronx,Longwood,244,Manhattan,Washington Heights South,17,2.58,4.259,28.497,49.77,8,9678
149,Brooklyn,Madison,21,Brooklyn,Bensonhurst East,17,3.07,1.853,14.653,13.84,8,9678
149,Brooklyn,Madison,55,Brooklyn,Coney Island,17,3.07,3.612,21.294,17.98,9,9678
149,Brooklyn,Madison,150,Brooklyn,Manhattan Beach,17,3.07,2.225,14.197,12.15,10,9678
160,Queens,Middle Village,7,Queens,Astoria,17,2.13,5.492,23.641,28.46,10,9678
174,Bronx,Norwood,241,Bronx,Van Cortlandt Village,17,2.27,1.567,13.812,15.13,7,9678
174,Bronx,Norwood,242,Bronx,Van Nest/Morris Park,17,2.27,3.859,19.547,22.28,8,9678
174,Bronx,Norwood,243,Manhattan,Washington Heights North,17,2.27,5.196,25.698,26.72,9,9678
208,Bronx,Schuylerville/Edgewater Park,42,Manhattan,Central Harlem North,17,2.71,8.832,26.908,29.74,5,9678
208,Bronx,Schuylerville/Edgewater Park,243,Manhattan,Washington Heights North,17,2.71,8.405,27.252,31.92,6,9678
212,Bronx,Soundview/Bruckner,126,Bronx,Hunts Point,17,1.89,1.89,9.075,11.73,10,9678
217,Brooklyn,South Williamsburg,80,Brooklyn,East Williamsburg,17,2.53,1.314,11.91,14.2,4,9678
219,Queens,Springfield Gardens South,61,Brooklyn,Crown Heights North,17,1.87,10.462,40.915,44.05,9,9678
220,Bronx,Spuyten Duyvil/Kingsbridge,75,Manhattan,East Harlem South,17,2.54,8.03,33.58,37.12,8,9678
222,Brooklyn,Starrett City,61,Brooklyn,Crown Heights North,17,2.39,4.466,27.344,27.36,5,9678
222,Brooklyn,Starrett City,77,Brooklyn,East New York/Pennsylvania Avenue,17,2.39,1.506,11.059,12.44,6,9678
222,Brooklyn,Starrett City,188,Brooklyn,Prospect-Lefferts Gardens,17,2.39,4.525,33.422,23.2,7,9678
242,Bronx,Van Nest/Morris Park,168,Bronx,Mott Haven/Port Morris,17,2.49,6.232,20.829,22.66,5,9678
242,Bronx,Van Nest/Morris Park,254,Bronx,Williamsbridge/Olinville,17,2.49,4.011,17.488,19.54,6,9678
248,Bronx,West Farms/Bronx River,116,Manhattan,Hamilton Heights,17,2.08,6.078,30.408,31.14,9,9678
248,Bronx,West Farms/Bronx River,159,Bronx,Melrose South,17,2.08,3.485,19.486,19.34,10,9678
250,Bronx,Westchester Village/Unionport,75,Manhattan,East Harlem South,17,2.15,8.929,33.307,34.21,8,9678
250,Bronx,Westchester Village/Unionport,159,Bronx,Melrose South,17,2.15,4.571,21.998,20.97,9,9678
250,Bronx,Westchester Village/Unionport,174,Bronx,Norwood,17,2.15,4.554,20.31,24.36,10,9678
9,Queens,Auburndale,92,Queens,Flushing,16,9.14,3.163,14.426,15.09,1,10027
11,Brooklyn,Bath Beach,22,Brooklyn,Bensonhurst West,16,5.59,1.171,8.974,9.91,2,10027
19,Queens,Bellerose,131,Queens,Jamaica Estates,16,4.04,3.551,14.382,14.95,2,10027
29,Brooklyn,Brighton Beach,150,Brooklyn,Manhattan Beach,16,2.99,1.209,7.726,8.86,9,10027
29,Brooklyn,Brighton Beach,165,Brooklyn,Midwood,16,2.99,3.096,23.0,21.28,10,10027
34,Brooklyn,Brooklyn Navy Yard,112,Brooklyn,Greenpoint,16,2.59,2.879,17.206,18.6,2,10027
60,Bronx,Crotona Park East,69,Bronx,East Concourse/Concourse Village,16,2.66,2.202,15.344,16.77,6,10027
93,Queens,Flushing Meadows-Corona Park,170,Manhattan,Murray Hill,16,1.49,8.398,19.25,84.42,8,10027
94,Bronx,Fordham South,42,Manhattan,Central Harlem North,16,3.21,4.133,26.371,23.77,3,10027
102,Queens,Glendale,37,Brooklyn,Bushwick South,16,2.25,3.543,17.832,19.96,10,10027
108,Brooklyn,Gravesend,21,Brooklyn,Bensonhurst East,16,3.38,1.429,12.836,15.03,7,10027
108,Brooklyn,Gravesend,150,Brooklyn,Manhattan Beach,16,3.38,2.724,13.045,13.92,8,10027
119,Bronx,Highbridge,68,Manhattan,East Chelsea,16,1.99,8.876,33.574,47.01,8,10027
119,Bronx,Highbridge,78,Bronx,East Tremont,16,1.99,2.674,15.291,18.14,9,10027
119,Bronx,Highbridge,169,Bronx,Mount Hope,16,1.99,1.474,10.777,13.44,10,10027
121,Queens,Hillcrest/Pomonok,92,Queens,Flushing,16,2.48,3.668,16.075,18.42,6,10027
